angle,lift,drag,lift_to_drag
-5.0,-0.7676358978625056,0.03258521234135751,-23.55779946501112
-4.5,-0.690872308076255,0.02749405826916012,-25.128058626805245
-4.0,-0.6141087182900045,0.022938815151930893,-26.771597147567206
-3.5,-0.5373451285037539,0.018919482989669806,-28.40168142000227
-3.0,-0.4605815387175034,0.015436061782376864,-29.83802120067587
-2.5,-0.3838179489312528,0.012488551530052065,-30.733584115631437
-2.0,-0.30705435914500223,0.010076952232695412,-30.470955111679682
-1.5,-0.2302907693587517,0.008201263890306905,-28.07991212560944
-1.0,-0.15352717957250112,0.006861486502886543,-22.37520681676108
-0.5,-0.07676358978625056,0.006057620070434326,-12.672235778026714
0.0,0.0,0.005789664592950253,0.0
0.5,0.07676358978625056,0.006057620070434326,12.672235778026714
1.0,0.15352717957250112,0.006861486502886543,22.37520681676108
1.5,0.2302907693587517,0.008201263890306905,28.07991212560944
2.0,0.30705435914500223,0.010076952232695412,30.470955111679682
2.5,0.3838179489312528,0.012488551530052065,30.733584115631437
3.0,0.4605815387175034,0.015436061782376864,29.83802120067587
3.5,0.5373451285037539,0.018919482989669806,28.40168142000227
4.0,0.6141087182900045,0.022938815151930893,26.771597147567206
4.5,0.690872308076255,0.02749405826916012,25.128058626805245
5.0,0.7676358978625056,0.03258521234135751,23.55779946501112
5.5,0.844399487648756,0.038212277368523014,22.097596526511182
6.0,0.9211630774350068,0.044375253350656695,20.75848604527178
6.5,0.9979266672212572,0.051074140287758495,19.538785412711906
7.0,1.0746902570075079,0.05830893817982846,18.4309694286165
7.5,1.1514538467937583,0.06607964702686656,17.425242091950068
8.0,1.228217436580009,0.07438626682887281,16.511346636141173
8.5,1.3049810263662596,0.08322879758584721,15.67944106149345
9.0,1.38174461615251,0.09260723929778973,14.920481666766285
9.5,1.4585082059387606,0.10252159196470041,14.226351522525567
10.0,1.5352717957250113,0.11297185558657927,13.589860835280438
10.5,1.612035385511262,0.12395803016342626,13.00468701693593
11.0,1.688798975297512,0.1354801156952413,12.465290324200916
11.5,1.765562565083763,0.14753811218202462,11.966823615755002
12.0,1.8423261548700136,0.16013201962377602,11.505045394409485
12.5,1.9190897446562638,0.1732618380204955,11.076240253374495
13.0,1.9958533344425144,0.18692756737218322,10.677148172953318
13.5,2.072616924228765,0.20112920767883907,10.304902744599369
14.0,2.1493805140150157,0.2158667589404631,9.9569777420331
14.5,2.2261441038012664,0.2311402211570552,9.631141186321898
15.0,2.3029076935875166,0.24694959432861543,9.325415981542537
15.5,2.379671283373767,0.26329487845514393,9.03804622914144
16.0,2.456434873160018,0.2801760735366405,8.767468407107838
16.5,2.5331984629462685,0.2975931795731052,8.512286694809738
17.0,2.609962052732519,0.3155461965645381,8.271251820329606
17.5,2.6867256425187693,0.33403512451093903,8.043242896843275
18.0,2.76348923230502,0.35305996341230816,7.827251794839677
18.5,2.840252822091271,0.3726207132686456,7.622369666936779
19.0,2.9170164118775213,0.3927173740799509,7.427775302051352
19.5,2.9937800016637715,0.41334994584622436,7.24272503661468
