angle,lift,drag,lift_to_drag
-5.0,-0.603142491177683,0.02894867371835938,-20.834892024610003
-4.5,-0.5428282420599148,0.024548461984531644,-22.112515334034327
-4.0,-0.4825139929421465,0.020611430433212098,-23.410019722098017
-3.5,-0.42219974382437814,0.017137579064400728,-24.635903486589793
-3.0,-0.36188549470660986,0.01412690787809754,-25.616751933923187
-2.5,-0.3015712455888415,0.011579416874302535,-26.04373336433715
-2.0,-0.24125699647107324,0.009495106053015713,-25.408562592562966
-1.5,-0.18094274735330493,0.007873975414237075,-22.97984662564975
-1.0,-0.12062849823553662,0.0067160249579666185,-17.961293918725815
-0.5,-0.06031424911776831,0.006021254684204344,-10.016890545419322
0.0,0.0,0.005789664592950253,0.0
0.5,0.06031424911776831,0.006021254684204344,10.016890545419322
1.0,0.12062849823553662,0.0067160249579666185,17.961293918725815
1.5,0.18094274735330493,0.007873975414237075,22.97984662564975
2.0,0.24125699647107324,0.009495106053015713,25.408562592562966
2.5,0.3015712455888415,0.011579416874302535,26.04373336433715
3.0,0.36188549470660986,0.01412690787809754,25.616751933923187
3.5,0.42219974382437814,0.017137579064400728,24.635903486589793
4.0,0.4825139929421465,0.020611430433212098,23.410019722098017
4.5,0.5428282420599148,0.024548461984531644,22.112515334034327
5.0,0.603142491177683,0.02894867371835938,20.834892024610003
5.5,0.6634567402954513,0.03381206563469529,19.62189318639746
6.0,0.7237709894132197,0.0391386377335394,18.49249313020909
6.5,0.7840852385309879,0.04492839001489167,17.451888177410765
7.0,0.8443994876487563,0.05118132247875214,16.498195958092086
7.5,0.9047137367665244,0.05789743512512078,15.62614535188595
8.0,0.965027985884293,0.06507672795399763,14.829079706749635
8.5,1.0253422350020613,0.07271920096538266,14.100020646406257
9.0,1.0856564841198295,0.08082485415927583,13.432210864004814
9.5,1.145970733237598,0.08939368753567722,12.819369743308087
10.0,1.206284982355366,0.09842570109458677,12.25579263282189
10.5,1.2665992314731345,0.10792089483600452,11.736367025105245
11.0,1.3269134805909026,0.11787926875993042,11.256546588300077
11.5,1.387227729708671,0.12830082286636454,10.812305788198868
12.0,1.4475419788264394,0.13918555715530684,10.400087540772889
12.5,1.5078562279442076,0.1505334716267573,10.016750505049712
13.0,1.5681704770619758,0.16234456628071592,9.659519335869824
13.5,1.6284847261797442,0.17461884111718276,9.325939376077436
14.0,1.6887989752975126,0.1873562961361578,9.013836258111168
14.5,1.749113224415281,0.20055693133764102,8.7212803504189
15.0,1.809427473533049,0.21422074672163235,8.446555719854233
15.5,1.8697417226508173,0.22834774228813193,8.188133168803372
16.0,1.930055971768586,0.24293791803713974,7.94464687671162
16.5,1.9903702208863543,0.25799127396865573,7.714874190388979
17.0,2.0506844700041227,0.2735078100826799,7.497718143347395
17.5,2.1109987191218904,0.289487526379212,7.292192328717485
18.0,2.171312968239659,0.30593042285825256,7.097407796038965
18.5,2.2316272173574276,0.32283649951980137,6.912561685797084
19.0,2.291941466475196,0.34020575636385814,6.736927355291161
19.5,2.3522557155929635,0.35803819339042303,6.569845784658913
