angle,lift,drag,lift_to_drag
-5.0,-0.9869604401089359,0.04082004958591175,-24.178325360230975
-4.5,-0.8882643960980422,0.03427428006451511,-25.916354608354883
-4.0,-0.7895683520871487,0.02841753891379182,-27.784543710220778
-3.5,-0.6908723080762551,0.023249826133741845,-29.715160195267472
-3.0,-0.5921762640653616,0.018771141724365212,-31.547162807721403
-2.5,-0.49348022005446796,0.014981485685661896,-32.93933795409594
-2.0,-0.39478417604357435,0.011880858017631914,-33.22859135743317
-1.5,-0.2960881320326808,0.009469258720275263,-31.268353815141488
-1.0,-0.19739208802178718,0.007746687793591937,-25.480836879094312
-0.5,-0.09869604401089359,0.006713145237581944,-14.701908050248534
0.0,0.0,0.006368631052245279,0.0
0.5,0.09869604401089359,0.006713145237581944,14.701908050248534
1.0,0.19739208802178718,0.007746687793591937,25.480836879094312
1.5,0.2960881320326808,0.009469258720275263,31.268353815141488
2.0,0.39478417604357435,0.011880858017631914,33.22859135743317
2.5,0.49348022005446796,0.014981485685661896,32.93933795409594
3.0,0.5921762640653616,0.018771141724365212,31.547162807721403
3.5,0.6908723080762551,0.023249826133741845,29.715160195267472
4.0,0.7895683520871487,0.02841753891379182,27.784543710220778
4.5,0.8882643960980422,0.03427428006451511,25.916354608354883
5.0,0.9869604401089359,0.04082004958591175,24.178325360230975
5.5,1.0856564841198293,0.048054847477981694,22.592028506952758
6.0,1.1843525281307232,0.05597867374072501,21.157209504752803
6.5,1.2830485721416165,0.0645915283741416,19.864037969649107
7.0,1.3817446161525102,0.07389341137823155,18.699158563405586
7.5,1.4804406601634037,0.08388432275299482,17.64859763513498
8.0,1.5791367041742974,0.09456426249843143,16.699085494379982
8.5,1.6778327481851911,0.1059332306145414,15.838587556064546
9.0,1.7765287921960844,0.11799122710132462,15.05644814313606
9.5,1.875224836206978,0.13073825195878122,14.343352523928449
10.0,1.9739208802178718,0.14417430518691116,13.6912113268646
10.5,2.0726169242287655,0.15829938678571442,13.093019286514425
11.0,2.1713129682396586,0.17311349675519094,12.542713358220869
11.5,2.2700090122505525,0.1886166350953409,12.03504140079225
12.0,2.3687050562614465,0.2048088018061642,11.565445602788321
12.5,2.4674011002723395,0.2216899968876607,11.129961364574656
13.0,2.566097144283233,0.23926022033983055,10.725130741075578
13.5,2.664793188294127,0.25751947216267385,10.347928899958251
14.0,2.7634892323050204,0.27646775235619037,9.995701881153385
14.5,2.862185276315914,0.29610506092038025,9.666114005006918
15.0,2.9608813203268074,0.31643139785524343,9.357103436623282
15.5,3.059577364337701,0.33744676316078,9.066844605885088
16.0,3.158273408348595,0.3591511568369899,8.793716373248547
16.5,3.2569694523594883,0.3815445788838731,8.536275005890673
17.0,3.3556654963703823,0.40462702930142974,8.293231181722552
17.5,3.4543615403812753,0.42839850808965946,8.063430369506124
18.0,3.553057584392169,0.45285901524856265,7.845836043347811
18.5,3.651753628403063,0.4780085507781393,7.639515281595813
19.0,3.750449672413956,0.503847114678389,7.443626376242936
19.5,3.8491457164248493,0.5303747069493121,7.257408141811544
